scaffold,start,end,mid,sites,pi_Hti1,pi_Hti2,dxy_Hti1_Hti2,Fst_Hti1_Hti2
scaffold_23,1398319,1521658,1472831,25000,0.003835,0.003977,0.003783,-0.017077
scaffold_23,1521660,1762614,1671008,25000,0.005114,0.005774,0.00541,-0.003322
scaffold_23,1762615,1855896,1807078,25000,0.006376,0.009617,0.008234,0.015599
scaffold_23,1855897,1915755,1891110,25000,0.004436,0.006339,0.005288,-0.009907
scaffold_23,1915756,1975925,1948180,25000,0.002254,0.001951,0.001908,-0.051897
scaffold_23,1975926,2060688,2015172,25000,0.003756,0.005029,0.004775,0.043096
scaffold_23,2060689,2102429,2078055,25000,0.00591,0.00634,0.006663,0.044735
scaffold_23,2102430,2166530,2131689,25000,0.003286,0.002955,0.003074,-0.008065
scaffold_23,2166531,2316203,2200537,25000,0.003186,0.002096,0.002715,0.014548
scaffold_24,5493,77771,49150,25000,0.002558,0.002398,0.002172,-0.070403
scaffold_24,77772,345866,214277,25000,0.004504,0.004741,0.004049,-0.070902
scaffold_24,345867,410813,373025,25000,0.000973,0.002423,0.00238,0.176396
scaffold_24,410814,444211,428975,25000,0.000378,0.000355,0.000322,-0.069355
scaffold_24,444212,475023,461239,25000,0.001472,0.001332,0.001227,-0.071388
scaffold_24,475024,506897,493314,25000,0.001347,0.001263,0.001142,-0.071267
scaffold_24,506898,533433,520168,25000,0.000296,0.000237,0.000233,-0.071428
scaffold_24,533434,572893,549955,25000,0.000947,0.000751,0.000773,-0.050015
scaffold_24,572894,654732,599539,25000,0.00147,0.001821,0.001477,-0.058021
scaffold_24,654733,692313,671104,25000,0.002961,0.00307,0.003255,0.040747
scaffold_24,692314,733949,710579,25000,0.002654,0.003893,0.003118,-0.025942
scaffold_24,733950,784636,760571,25000,0.002193,0.002374,0.002214,-0.016511
scaffold_24,784637,893631,847760,25000,0.002711,0.002927,0.002966,0.027127
scaffold_24,893632,999128,959348,25000,0.001889,0.001772,0.001944,0.032094
scaffold_24,999129,1035223,1017116,25000,0.003807,0.003744,0.004367,0.077114
scaffold_24,1035224,1138973,1077346,25000,0.003966,0.00438,0.003864,-0.041213
scaffold_24,1138975,1197853,1164722,25000,0.005482,0.005633,0.006259,0.063064
scaffold_24,1197854,1417019,1343553,25000,0.006843,0.007694,0.006909,-0.027062
scaffold_24,1417029,1536126,1463158,25000,0.006049,0.00638,0.005764,-0.040214
scaffold_24,1536127,1671567,1608889,25000,0.008741,0.004639,0.008424,0.121467
scaffold_24,1671568,1793851,1754526,25000,0.003484,0.002714,0.003777,0.104479
scaffold_24,1793852,1877567,1828632,25000,0.0026,0.001278,0.001861,-0.021769
scaffold_24,1877568,2142030,2008387,25000,0.002176,0.002654,0.002471,0.012139
scaffold_24,2142031,2232525,2180809,25000,0.001668,0.001649,0.001478,-0.061569
scaffold_24,2232526,2378797,2317277,25000,0.005489,0.007164,0.005681,-0.057584
scaffold_24,2378798,2447084,2409023,25000,0.003348,0.004317,0.003833,0.000116
scaffold_24,2447085,2497764,2475158,20264,0.005768,0.006258,0.006253,0.020818
scaffold_25,38483,102276,65181,25000,0.006158,0.007068,0.006649,0.002925
scaffold_25,102277,358407,242346,25000,0.003158,0.004445,0.00416,0.047849
scaffold_25,358408,590532,494074,25000,0.00866,0.009354,0.009181,0.010155
scaffold_25,590533,761250,681276,25000,0.007491,0.007634,0.006745,-0.061209
scaffold_25,761251,871272,829291,25000,0.005229,0.004779,0.007321,0.198093
scaffold_25,871275,1028992,965599,25000,0.004215,0.005423,0.00527,0.047508
scaffold_25,1028993,1125763,1071384,25000,0.004549,0.004279,0.004544,0.017008
scaffold_25,1125764,1247173,1187311,25000,0.005589,0.007195,0.005626,-0.068252
scaffold_25,1247174,1415412,1339442,25000,0.004418,0.006596,0.005519,0.001158
scaffold_25,1415413,1451144,1431991,25000,0.003161,0.003824,0.003332,-0.025104
scaffold_25,1451145,1788652,1626569,25000,0.007375,0.007298,0.006778,-0.042325
scaffold_25,1788653,1955686,1874523,25000,0.00906,0.012008,0.009433,-0.059042
scaffold_25,1955688,2130568,2053321,25000,0.003227,0.003572,0.003527,0.019624
scaffold_25,2130570,2529963,2241689,10652,0.002873,0.002786,0.003949,0.168023
scaffold_26,87926,197302,143924,25000,0.002677,0.00277,0.002426,-0.061938
scaffold_26,197303,296304,265027,25000,0.002242,0.002573,0.002412,0.000894
scaffold_26,296305,351573,315415,25000,0.002382,0.0017,0.002074,0.008588
scaffold_26,351574,439080,390183,25000,0.003644,0.00433,0.003851,-0.018491
scaffold_26,439081,563774,514183,25000,0.002837,0.005497,0.003994,-0.022611
scaffold_26,563775,659923,625508,25000,0.002793,0.002803,0.002784,-0.002742
scaffold_26,659924,758366,713667,25000,0.003084,0.003935,0.003422,-0.018213
scaffold_26,758367,813328,791391,25000,0.0038,0.003995,0.004073,0.023396
scaffold_26,813329,899097,838699,25000,0.003523,0.002643,0.00292,-0.029076
scaffold_26,899098,1231341,1113604,25000,0.004398,0.002852,0.004068,0.061176
scaffold_26,1231342,1309815,1268369,25000,0.0019,0.001668,0.001732,-0.015915
scaffold_26,1309816,1419926,1369295,25000,0.002734,0.002379,0.002354,-0.044098
scaffold_26,1419927,1546723,1480545,25000,0.003873,0.003607,0.003301,-0.066768
scaffold_26,1546724,1656435,1591090,25000,0.004753,0.004669,0.006133,0.138703
scaffold_26,1656436,1836346,1762214,25000,0.007646,0.008343,0.010616,0.148855
scaffold_26,1836347,2087182,1979144,25000,0.006372,0.005272,0.005836,0.001307
scaffold_26,2087184,2364125,2161792,12307,0.007635,0.008764,0.008226,0.011778
scaffold_27,16557,109239,58365,25000,0.001273,0.002201,0.00158,-0.050677
scaffold_27,109240,140885,123703,25000,0.001854,0.001108,0.001407,-0.025646
scaffold_27,140886,180332,161585,25000,0.001054,0.000951,0.000873,-0.064679
scaffold_27,180333,215814,198820,25000,0.000954,0.00104,0.000892,-0.059325
scaffold_27,215815,254001,234398,25000,0.000745,0.000742,0.000668,-0.057538
scaffold_27,254002,284053,269963,25000,0.001621,0.00109,0.001214,-0.059086
scaffold_27,284054,321320,300310,25000,0.001649,0.002089,0.001912,0.012152
scaffold_27,321321,369668,345239,25000,0.001188,0.001405,0.00125,-0.019687
scaffold_27,369669,443402,419392,25000,0.001558,0.00117,0.001296,-0.027277
scaffold_27,443403,506816,475232,25000,0.001375,0.001321,0.001266,-0.033372
scaffold_27,506817,651351,615992,25000,0.000954,0.001058,0.000884,-0.068855
scaffold_27,651352,692670,665320,25000,0.001349,0.001393,0.0012,-0.071262
scaffold_27,692671,719867,706594,25000,0.001229,0.001028,0.000999,-0.065167
scaffold_27,719868,765730,735121,25000,0.001589,0.001568,0.00141,-0.060133
scaffold_27,765731,884626,825767,25000,0.000774,0.000881,0.000729,-0.067729
scaffold_27,884627,943713,916646,25000,0.00174,0.001149,0.001473,0.010233
scaffold_27,943714,1007415,981114,25000,0.001892,0.00216,0.002719,0.145953
scaffold_27,1007416,1138815,1068713,25000,0.002351,0.001948,0.002703,0.117547
scaffold_27,1138816,1181138,1164969,25000,0.001533,0.00201,0.002643,0.202813
scaffold_27,1181139,1254642,1216831,25000,0.002034,0.001935,0.001887,-0.026907
scaffold_27,1254643,1293971,1273461,25000,0.001366,0.001741,0.001377,-0.083806
scaffold_27,1293972,1340645,1314588,25000,0.001942,0.002459,0.00192,-0.07285
scaffold_27,1340646,1371100,1354520,25000,0.002089,0.002226,0.001978,-0.046405
scaffold_27,1371101,1427793,1397791,25000,0.002241,0.00221,0.001951,-0.070561
scaffold_27,1427794,1481149,1448832,25000,0.002898,0.002732,0.002553,-0.052133
scaffold_27,1481150,1647287,1565586,25000,0.005534,0.004077,0.004427,-0.043774
scaffold_27,1647288,1741288,1694374,25000,0.006727,0.007156,0.007322,0.028428
scaffold_27,1741289,1824211,1775809,25000,0.006659,0.006061,0.005979,-0.03298
scaffold_27,1824212,1982853,1903445,25000,0.007887,0.004985,0.006046,-0.031255
scaffold_27,1982854,2048207,2021253,25000,0.002322,0.001995,0.001919,-0.062717
scaffold_27,2048208,2083046,2064655,25000,0.005478,0.004138,0.005792,0.098369
scaffold_27,2083047,2121985,2099000,25000,0.004281,0.004322,0.006001,0.178863
scaffold_27,2121986,2182068,2143868,25000,0.002726,0.005098,0.003678,-0.032953
scaffold_27,2182069,2272935,2225060,25000,0.003897,0.003296,0.003504,-0.013851
scaffold_27,2272936,2368100,2334886,25000,0.00196,0.002109,0.001873,-0.044168
scaffold_27,2368101,2452387,2406160,25000,0.001212,0.001165,0.001049,-0.06681
scaffold_28,3782,69545,39799,25000,0.000656,0.000706,0.000601,-0.066885
scaffold_28,69546,234848,152280,25000,0.00068,0.000795,0.00066,-0.059019
scaffold_28,234849,276663,256375,25000,0.0011,0.001211,0.001029,-0.061866
scaffold_28,276664,377954,344586,25000,0.000753,0.000833,0.000694,-0.071297
scaffold_28,377955,440775,405970,25000,0.001054,0.001076,0.000937,-0.068473
scaffold_28,440776,529264,492665,25000,0.000995,0.000983,0.00087,-0.068474
scaffold_28,529265,648056,580991,25000,0.002216,0.001931,0.001827,-0.067594
scaffold_28,648057,689221,671670,25000,0.000891,0.00068,0.000679,-0.075714
scaffold_28,689222,735300,709587,25000,0.000859,0.000764,0.000745,-0.045372
scaffold_28,735301,825265,791910,25000,0.00106,0.000921,0.001084,0.046631
scaffold_28,825266,866807,842508,25000,0.00292,0.001514,0.002724,0.108722
scaffold_28,866808,940048,908849,25000,0.001377,0.002028,0.002883,0.270058
scaffold_28,940049,1022232,985546,25000,0.002163,0.001631,0.00169,-0.062001
scaffold_28,1022233,1120856,1081558,25000,0.000821,0.000558,0.000742,0.063073
scaffold_28,1120857,1203938,1169909,25000,0.001151,0.001748,0.001532,0.029621
scaffold_28,1203939,1247299,1217957,25000,0.000889,0.000884,0.000786,-0.06333
scaffold_28,1247300,1283223,1267571,25000,0.001779,0.001614,0.001572,-0.039303
scaffold_28,1283224,1320377,1300849,25000,0.002077,0.000857,0.002116,0.201147
scaffold_28,1320378,1399645,1374167,25000,0.001486,0.00092,0.001118,-0.03918
scaffold_28,1399646,1498069,1444389,25000,0.001961,0.001048,0.001571,0.02225
scaffold_28,1498070,1570997,1532113,25000,0.002371,0.001403,0.002116,0.060822
scaffold_28,1570998,1728951,1683127,25000,0.00131,0.000915,0.001117,0.001979
scaffold_28,1728952,1876556,1832835,25000,0.001185,0.001007,0.001053,-0.021075
scaffold_28,1876557,2007658,1937143,25000,0.001634,0.001748,0.002374,0.172713
scaffold_28,2007660,2155420,2119377,25000,0.001246,0.001122,0.001266,0.035521
scaffold_28,2155421,2202678,2183744,25000,0.001384,0.000892,0.001034,-0.051346
scaffold_28,2202679,2297891,2262409,25000,0.000957,0.001177,0.001288,0.096901
scaffold_28,2297892,2326074,2312601,25000,0.001577,0.001402,0.00205,0.162923
scaffold_28,2326075,2396039,2364385,25000,0.000713,0.000861,0.0007,-0.061306
scaffold_29,60399,155187,100956,25000,0.001023,0.000896,0.000841,-0.070611
scaffold_29,155188,256528,186069,25000,0.001796,0.0022,0.002863,0.195021
scaffold_29,256529,304773,281082,25000,0.002389,0.001734,0.002441,0.089379
scaffold_29,304774,339418,324455,25000,0.002775,0.003132,0.004862,0.256271
scaffold_29,339419,460514,406787,25000,0.006179,0.007469,0.00607,-0.062632
scaffold_29,460515,578387,507029,25000,0.005303,0.004487,0.004395,-0.062955
scaffold_29,578388,702471,662208,25000,0.004683,0.005019,0.005131,0.029817
scaffold_29,702473,865327,774142,25000,0.00733,0.005696,0.006973,0.035209
scaffold_29,865328,1017822,930792,25000,0.002617,0.003144,0.002757,-0.023315
scaffold_29,1017823,1276255,1090631,25000,0.003089,0.00441,0.003707,-0.006095
scaffold_29,1276256,1557511,1425801,25000,0.004422,0.004505,0.006086,0.1624
scaffold_29,1557512,1637172,1590011,25000,0.002679,0.002603,0.002825,0.035772
scaffold_29,1637173,1730334,1675232,25000,0.005033,0.006232,0.005427,-0.019888
scaffold_29,1730335,1912728,1871114,25000,0.006185,0.006075,0.006399,0.022875
scaffold_29,1912729,2020306,1964928,25000,0.003151,0.001819,0.003181,0.12994
scaffold_29,2020307,2053092,2036511,25000,0.001617,0.002382,0.002029,0.007816
scaffold_29,2053093,2094192,2073814,25000,0.002928,0.005561,0.005917,0.173689
scaffold_29,2094193,2180027,2144798,25000,0.002928,0.003019,0.002721,-0.047449
scaffold_29,2180028,2242490,2213014,25000,0.003309,0.003854,0.003686,0.015355
scaffold_29,2242491,2277109,2260919,25000,0.002427,0.002555,0.00218,-0.071203
scaffold_29,2277110,2333612,2295346,25000,0.003666,0.003722,0.003236,-0.070732
scaffold_30,178489,327842,268245,25000,0.002549,0.002376,0.002193,-0.061983
scaffold_30,327843,1351633,642616,25000,0.01074,0.006876,0.009101,0.01743
scaffold_30,1351634,1487644,1439120,25000,0.003483,0.003808,0.003255,-0.060553
scaffold_30,1487645,2066725,1716288,25000,0.007167,0.005559,0.007901,0.114224
scaffold_30,2066726,2211634,2134802,25000,0.008716,0.010017,0.010767,0.073863
scaffold_30,2211635,2290025,2245637,21003,0.00718,0.006686,0.007377,0.03304
scaffold_31,425603,703433,612686,25000,0.002782,0.003291,0.003049,0.00219
scaffold_31,703435,832826,797091,25000,0.002096,0.00253,0.00314,0.160178
scaffold_31,832827,960698,898374,25000,0.001572,0.002642,0.002976,0.180364
scaffold_31,960699,1038361,983317,25000,0.002715,0.00248,0.002588,-0.001944
scaffold_31,1038362,1120805,1081166,25000,0.002207,0.002452,0.002213,-0.027383
scaffold_31,1120806,1212079,1159720,25000,0.001601,0.001575,0.001451,-0.048079
scaffold_31,1212080,1243951,1227776,25000,0.002071,0.002113,0.002282,0.046102
scaffold_31,1243953,1307759,1271685,25000,0.004162,0.001817,0.003005,0.002832
scaffold_31,1307760,1402725,1362320,25000,0.003807,0.00426,0.004076,0.00559
scaffold_31,1402726,1521887,1467760,25000,0.005082,0.005117,0.004785,-0.034037
scaffold_31,1521894,1775164,1622402,25000,0.001506,0.001716,0.001513,-0.033552
scaffold_31,1775165,1820176,1791167,10447,0.00113,0.0025,0.0019,0.024936
scaffold_32,6246,38210,23369,25000,0.001464,0.001715,0.001718,0.041372
scaffold_32,38211,131422,75796,25000,0.000459,0.000464,0.000507,0.051988
scaffold_32,131423,195206,166589,25000,0.001678,0.001563,0.001605,-0.005259
scaffold_32,195208,280079,233890,25000,0.001414,0.00088,0.001098,-0.059389
scaffold_32,280080,411568,312595,25000,0.001771,0.001973,0.001795,-0.022379
scaffold_32,411569,525671,496626,25000,0.001833,0.002574,0.002083,-0.055677
scaffold_32,525672,578520,544597,25000,0.00374,0.003921,0.003783,-0.006647
scaffold_32,578521,676028,622385,25000,0.002528,0.00239,0.0027,0.049592
scaffold_32,676030,785953,721451,25000,0.002365,0.001933,0.001952,-0.051289
scaffold_32,785954,884878,831481,25000,0.001887,0.001433,0.001573,-0.028875
scaffold_32,884879,941436,910631,25000,0.002323,0.002975,0.00276,0.021823
scaffold_32,941437,1009792,977038,25000,0.001962,0.00155,0.001891,0.039614
scaffold_32,1009793,1049006,1032406,25000,0.003071,0.003114,0.003014,-0.013739
scaffold_32,1049007,1103808,1089238,25000,0.000924,0.001971,0.001535,0.03119
scaffold_32,1103809,1150373,1129091,25000,0.001561,0.001991,0.001672,-0.032422
scaffold_32,1150374,1209220,1175394,25000,0.001719,0.001373,0.001424,-0.043915
scaffold_32,1209221,1321440,1246532,25000,0.000901,0.001121,0.000981,-0.032382
scaffold_32,1321441,1413429,1379074,25000,0.001142,0.001763,0.001356,-0.036526
scaffold_32,1413430,1534230,1503828,25000,0.000898,0.001507,0.001402,0.048771
scaffold_32,1534231,1581219,1554846,25000,0.000525,0.000529,0.000471,-0.059373
scaffold_32,1581220,1640129,1610297,25000,0.00146,0.001785,0.001703,0.025641
scaffold_32,1640130,1679707,1653994,25000,0.001805,0.003194,0.002813,0.062683
scaffold_32,1679708,1734981,1714438,25000,0.001342,0.001121,0.001241,-0.008736
scaffold_32,1734982,1837585,1780870,25000,0.000824,0.000818,0.000751,-0.047308
scaffold_32,1837586,1895822,1879514,25000,0.002208,0.002218,0.002733,0.111229
scaffold_32,1895823,1968284,1921988,25000,0.003428,0.002548,0.002834,-0.028325
scaffold_32,1968285,2106092,2018117,25000,0.001681,0.000704,0.001381,0.077656
scaffold_32,2106093,2132941,2117509,14868,0.001148,0.001217,0.001119,-0.027238
scaffold_33,21105,52285,37363,25000,0.000809,0.00065,0.000665,-0.049148
scaffold_33,52286,96593,74876,25000,0.001788,0.001911,0.001684,-0.050022
scaffold_33,96594,175038,144405,25000,0.001861,0.001172,0.001667,0.05033
scaffold_33,175039,207090,191079,25000,0.000955,0.001812,0.001361,-0.008791
scaffold_33,207091,242586,224079,25000,0.000986,0.001027,0.000895,-0.06258
scaffold_33,242587,294532,261619,25000,0.001333,0.001032,0.001153,-0.012854
scaffold_33,294533,335089,310407,25000,0.001838,0.001543,0.001466,-0.076046
scaffold_33,335090,462919,425503,25000,0.00147,0.002218,0.001738,-0.031605
scaffold_33,462920,491642,477267,25000,0.001816,0.001579,0.001539,-0.052395
scaffold_33,491643,579452,561548,25000,0.001524,0.001653,0.002115,0.150099
scaffold_33,579453,661481,609968,25000,0.001349,0.00132,0.001253,-0.033917
scaffold_33,661482,773337,728180,25000,0.002943,0.002323,0.00448,0.276911
scaffold_33,773338,944606,885866,25000,0.002326,0.00203,0.003239,0.206166
scaffold_33,944607,1004577,978662,25000,0.001126,0.000875,0.000907,-0.052319
scaffold_33,1004578,1137288,1078240,25000,0.001567,0.001661,0.001603,-0.003758
scaffold_33,1137289,1236680,1196255,25000,0.001598,0.002293,0.002026,0.021595
scaffold_33,1236681,1306791,1255151,25000,0.002592,0.002428,0.003106,0.112502
scaffold_33,1306792,1343049,1326331,25000,0.001819,0.001684,0.001595,-0.050065
scaffold_33,1343050,1389121,1371467,25000,0.002497,0.001813,0.001973,-0.047309
scaffold_33,1389122,1592506,1433452,25000,0.003963,0.003818,0.003675,-0.03049
scaffold_33,1592507,1865298,1684425,25000,0.005047,0.005314,0.00525,0.007125
scaffold_33,1865299,2104766,1984590,25000,0.003946,0.005073,0.003985,-0.06605
scaffold_33,2104767,2136385,2114708,13729,0.005752,0.00504,0.005012,-0.039502
scaffold_34,110507,278397,190635,25000,0.004241,0.00361,0.003567,-0.051181
scaffold_34,278398,550358,502543,25000,0.004551,0.003811,0.004148,-0.004167
scaffold_34,550361,739417,635991,25000,0.003165,0.002697,0.002703,-0.043295
scaffold_34,739418,844636,808052,25000,0.005487,0.005167,0.005667,0.032975
scaffold_34,844637,1128413,1010410,25000,0.003824,0.003344,0.003765,0.026227
scaffold_34,1128414,1426267,1230289,25000,0.010958,0.009451,0.010237,0.001695
scaffold_34,1426268,1778462,1548190,25000,0.014367,0.01605,0.013592,-0.060077
scaffold_34,1778463,2100569,1956651,25000,0.006388,0.007463,0.006842,-0.006441
scaffold_35,7229,60011,39652,25000,0.002729,0.002873,0.00308,0.046596
scaffold_35,60012,97959,79293,25000,0.001243,0.00096,0.001169,0.031835
scaffold_35,97960,156737,140835,25000,0.00079,0.001889,0.00131,-0.012096
scaffold_35,156738,269767,240126,25000,0.001573,0.001575,0.001616,0.01403
scaffold_35,269768,414635,324797,25000,0.000777,0.00068,0.000638,-0.070529
scaffold_35,414636,523555,459000,25000,0.001303,0.001318,0.001191,-0.049454
scaffold_35,523556,556762,538563,25000,0.001851,0.001314,0.001632,-0.007921
scaffold_35,556763,591628,571334,25000,0.002497,0.001186,0.002251,0.06226
scaffold_35,591629,679853,622293,25000,0.001434,0.001616,0.00151,-0.005527
scaffold_35,679854,715888,695625,25000,0.001411,0.001266,0.001251,-0.035998
scaffold_35,715889,843078,758916,25000,0.000969,0.000769,0.00082,-0.027724
scaffold_35,843080,873591,860683,25000,0.003984,0.000803,0.007072,0.483527
scaffold_35,873592,1156827,943548,25000,0.002078,0.000517,0.002523,0.292053
scaffold_35,1156828,1308351,1177377,25000,0.002665,0.000775,0.002258,0.079745
scaffold_35,1308352,1378571,1339532,25000,0.001871,0.000745,0.003679,0.483892
scaffold_35,1378572,1455111,1422945,25000,0.003124,0.000988,0.004076,0.343818
scaffold_35,1455112,1530146,1490092,25000,0.000986,0.001248,0.000991,-0.063981
scaffold_35,1530147,1559560,1545328,25000,0.00402,0.001132,0.004035,0.231937
scaffold_35,1559561,1682979,1599405,25000,0.002013,0.002895,0.002593,0.00407
scaffold_35,1682980,1712703,1696076,25000,0.002186,0.001408,0.001782,-0.004376
scaffold_35,1712704,1812352,1735069,25000,0.002884,0.001465,0.002307,-0.014665
scaffold_35,1812353,1849103,1827622,25000,0.002334,0.003117,0.002785,0.011154
scaffold_35,1849104,1908164,1873156,25000,0.004531,0.003312,0.003446,-0.069125
scaffold_35,1908165,2094571,1960105,14173,0.005093,0.005749,0.007131,0.140946
scaffold_36,1,149452,95987,25000,0.005015,0.0023,0.00419,0.072113
scaffold_36,149453,267872,197538,25000,0.007286,0.007599,0.007389,-0.00385
scaffold_36,267873,368207,317599,25000,0.004228,0.003425,0.003565,-0.037804
scaffold_36,368208,482607,451758,25000,0.002086,0.002189,0.001912,-0.059762
scaffold_36,482608,615745,535736,25000,0.005836,0.00526,0.00487,-0.069701
scaffold_36,615746,816862,743654,25000,0.000947,0.001805,0.001279,-0.039127
scaffold_36,816863,938137,869972,25000,0.001079,0.001223,0.00102,-0.0649
scaffold_36,938139,1122317,1050835,25000,0.001511,0.001316,0.001411,-0.000819
scaffold_36,1122318,1256061,1189778,25000,0.0023,0.001803,0.002341,0.070074
scaffold_36,1256062,1342388,1305500,25000,0.007641,0.006865,0.007755,0.035569
scaffold_36,1342389,1624922,1407926,16721,0.002958,0.003308,0.002866,-0.047534
scaffold_37,97852,148474,131628,25000,0.00285,0.002468,0.002441,-0.045798
scaffold_37,148475,257587,192960,25000,0.001958,0.002011,0.001757,-0.063134
scaffold_37,257588,342822,298652,25000,0.00305,0.001855,0.00272,0.055027
scaffold_37,342823,386086,365219,25000,0.004973,0.00201,0.003375,-0.018077
scaffold_37,386087,428578,404111,25000,0.001779,0.001888,0.001975,0.039406
scaffold_37,428579,539935,469017,25000,0.003383,0.00282,0.003975,0.13054
scaffold_37,539936,574534,559669,25000,0.001643,0.001756,0.001508,-0.063654
scaffold_37,574535,634440,601897,25000,0.0018,0.002829,0.002282,-0.007353
scaffold_37,634441,719345,680820,25000,0.002576,0.002751,0.002477,-0.03874
scaffold_37,719346,795829,769641,25000,0.002067,0.00228,0.002044,-0.032767
scaffold_37,795830,890912,856639,25000,0.001537,0.00104,0.001396,0.041184
scaffold_37,890913,973868,954206,25000,0.002121,0.00297,0.002289,-0.056771
scaffold_37,973869,1066183,998101,25000,0.002058,0.002921,0.002295,-0.043364
scaffold_37,1066184,1139553,1104351,25000,0.001762,0.00214,0.001757,-0.055829
scaffold_37,1139554,1256029,1202571,25000,0.001337,0.001385,0.001298,-0.025027
scaffold_37,1256030,1291439,1276922,25000,0.001775,0.002539,0.002351,0.045716
scaffold_37,1291440,1344862,1315582,25000,0.00306,0.003633,0.003958,0.088726
scaffold_37,1344863,1389240,1370801,25000,0.001926,0.002327,0.002148,-0.008242
scaffold_37,1389241,1478467,1409512,25000,0.002291,0.003034,0.00309,0.078856
scaffold_37,1478468,1523077,1504786,25000,0.003327,0.002268,0.002619,-0.035288
scaffold_37,1523078,1591818,1549780,25000,0.003178,0.001931,0.005756,0.39332
scaffold_37,1591819,1694275,1622623,25000,0.003281,0.003262,0.003268,-0.000634
scaffold_37,1694278,1826356,1749124,25000,0.003716,0.006492,0.005548,0.044339
scaffold_37,1826357,1869818,1850052,25000,0.002613,0.003769,0.00342,0.036902
scaffold_37,1869819,2020642,1975399,14799,0.006862,0.007773,0.006706,-0.052404
scaffold_38,26395,196488,90371,25000,0.001698,0.003061,0.00244,0.013428
scaffold_38,196489,252369,226973,25000,0.00301,0.00411,0.005821,0.252961
scaffold_38,252370,344427,298908,25000,0.002293,0.002132,0.003105,0.18282
scaffold_38,344428,423962,387373,25000,0.002027,0.002586,0.002316,0.002241
scaffold_38,423963,488089,452543,25000,0.00128,0.002442,0.001627,-0.07182
scaffold_38,488090,531557,512514,25000,0.002223,0.002672,0.002906,0.09085
scaffold_38,531558,571893,552338,25000,0.001288,0.001417,0.001219,-0.055526
scaffold_38,571894,607007,590166,25000,0.001173,0.001078,0.001028,-0.048223
scaffold_38,607008,643046,626912,25000,0.001631,0.001582,0.001414,-0.068088
scaffold_38,643047,674652,659089,25000,0.001929,0.003167,0.002636,0.018193
scaffold_38,674653,781424,697490,25000,0.003432,0.001936,0.004806,0.296675
scaffold_38,781425,819640,799791,25000,0.001555,0.000734,0.001809,0.236375
scaffold_38,819641,857329,837867,25000,0.001284,0.000852,0.001816,0.272138
scaffold_38,857330,884205,870788,25000,0.002389,0.000954,0.002155,0.133673
scaffold_38,884206,912809,898106,25000,0.001153,0.00113,0.001034,-0.053012
scaffold_38,912810,939840,926649,25000,0.001071,0.002038,0.002361,0.216691
scaffold_38,939841,1113291,1025299,25000,0.003793,0.001716,0.003588,0.139064
scaffold_38,1113292,1157985,1134031,25000,0.004052,0.001081,0.003617,0.179194
scaffold_38,1157986,1207757,1179448,25000,0.00155,0.001681,0.001492,-0.042478
scaffold_38,1207758,1246634,1231749,25000,0.007607,0.004489,0.008852,0.198252
scaffold_38,1246635,1322472,1300077,25000,0.000956,0.001204,0.001002,-0.040124
scaffold_38,1322473,1391336,1348157,25000,0.001388,0.001506,0.001342,-0.040154
scaffold_38,1391337,1475091,1443211,25000,0.001463,0.001569,0.001433,-0.029793
scaffold_38,1475092,1562009,1506370,25000,0.000858,0.000848,0.000746,-0.07435
scaffold_38,1562013,1715537,1620335,19281,0.002891,0.002791,0.002615,-0.044168
scaffold_39,95,99285,68809,25000,0.002234,0.002298,0.002115,-0.036782
scaffold_39,99286,134276,116272,25000,0.001628,0.00191,0.001632,-0.043101
scaffold_39,134277,256366,177402,25000,0.001893,0.001698,0.001891,0.027533
scaffold_39,256367,309256,287437,25000,0.001794,0.001914,0.00164,-0.065778
scaffold_39,309257,438111,389785,25000,0.001699,0.001542,0.001433,-0.065802
scaffold_39,438112,479204,455424,25000,0.002097,0.00199,0.0018,-0.067753
scaffold_39,479205,543510,518749,25000,0.002557,0.002432,0.002245,-0.056396
scaffold_39,543513,674502,604086,25000,0.001403,0.001642,0.001416,-0.038725
scaffold_39,674503,763141,718053,25000,0.001537,0.001298,0.001243,-0.070464
scaffold_39,763142,818554,794766,25000,0.001276,0.001682,0.001332,-0.055979
scaffold_39,818555,928030,857065,25000,0.002855,0.002367,0.002524,-0.018156
scaffold_39,928031,972349,957425,25000,0.002643,0.001949,0.002349,0.012242
scaffold_39,972350,1020837,994108,25000,0.003416,0.002498,0.002935,-0.003884
scaffold_39,1020838,1059839,1042293,25000,0.002229,0.001596,0.002393,0.117306
scaffold_39,1059840,1113484,1084866,25000,0.002597,0.001708,0.003091,0.183899
scaffold_39,1113485,1227337,1192646,25000,0.006128,0.004745,0.004877,-0.078084
scaffold_39,1227338,1270686,1247893,25000,0.001941,0.001645,0.00176,-0.021791
scaffold_40,11945,677220,465368,25000,0.007574,0.006078,0.006953,0.013746
scaffold_40,677221,854986,767404,25000,0.003635,0.004235,0.003699,-0.033003
scaffold_40,854987,1091880,981132,25000,0.005152,0.006305,0.005881,0.013961
scaffold_40,1091881,1890508,1501345,25000,0.009679,0.009791,0.009153,-0.032953
scaffold_40,1890509,1926700,1908692,19912,0.005376,0.005367,0.005882,0.048246
scaffold_41,14800,59197,32271,25000,0.007369,0.007908,0.006684,-0.071385
scaffold_41,59198,232262,150459,25000,0.007559,0.007124,0.006918,-0.031745
