#sample	chromosome	file_name	variants	phased	unphased	singletons	blocks	variant_per_block_median	variant_per_block_avg	variant_per_block_min	variant_per_block_max	variant_per_block_sum	bp_per_block_median	bp_per_block_avg	bp_per_block_min	bp_per_block_max	bp_per_block_sum	heterozygous_variants	heterozygous_snvs	phased_snvs	phased_fraction	phased_snvs_fraction	block_n50
Sms.ref_sa	scaffold_289	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	184	105	7	0	1	105	105.0	105	105	105	20098	20098.0	20098	20098	20098	112	112	105	0.9375	0.9375	0
Sms.ref_sa	scaffold_290	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	677	196	22	0	2	98.0	98.0	63	133	196	6606.5	6606.5	2904	10309	13213	218	218	196	0.8990825688073395	0.8990825688073395	0
Sms.ref_sa	scaffold_291	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	209	32	0	0	2	16.0	16.0	7	25	32	11106.5	11106.5	9514	12699	22213	32	32	32	1.0	1.0	0
Sms.ref_sa	scaffold_292	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	558	170	3	0	1	170	170.0	170	170	170	15015	15015.0	15015	15015	15015	173	173	170	0.9826589595375722	0.9826589595375722	0
Sms.ref_sa	scaffold_293	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	282	156	7	0	2	78.0	78.0	67	89	156	11128.0	11128.0	3459	18797	22256	163	163	156	0.9570552147239264	0.9570552147239264	0
Sms.ref_sa	scaffold_294	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	486	165	9	0	1	165	165.0	165	165	165	34222	34222.0	34222	34222	34222	174	174	165	0.9482758620689655	0.9482758620689655	34222
Sms.ref_sa	scaffold_295	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	176	94	2	0	1	94	94.0	94	94	94	31628	31628.0	31628	31628	31628	96	96	94	0.9791666666666666	0.9791666666666666	31628
Sms.ref_sa	scaffold_297	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	572	221	0	0	1	221	221.0	221	221	221	19257	19257.0	19257	19257	19257	221	221	221	1.0	1.0	0
Sms.ref_sa	scaffold_298	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	903	339	0	0	1	339	339.0	339	339	339	26822	26822.0	26822	26822	26822	339	339	339	1.0	1.0	26822
Sms.ref_sa	scaffold_299	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	87	47	0	0	1	47	47.0	47	47	47	7602	7602.0	7602	7602	7602	47	47	47	1.0	1.0	0
Sms.ref_sa	scaffold_300	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	153	77	0	0	1	77	77.0	77	77	77	7400	7400.0	7400	7400	7400	77	77	77	1.0	1.0	0
Sms.ref_sa	scaffold_304	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	62	44	3	0	1	44	44.0	44	44	44	8352	8352.0	8352	8352	8352	47	47	44	0.9361702127659575	0.9361702127659575	0
Sms.ref_sa	scaffold_306	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	360	0	16	0	0	nan	nan	0	0	0	nan	nan	0	0	0	16	16	0	0.0	0.0	nan
Sms.ref_sa	scaffold_307	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	465	51	7	0	1	51	51.0	51	51	51	21522	21522.0	21522	21522	21522	58	58	51	0.8793103448275862	0.8793103448275862	0
Sms.ref_sa	scaffold_308	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	226	76	2	0	1	76	76.0	76	76	76	40050	40050.0	40050	40050	40050	78	78	76	0.9743589743589743	0.9743589743589743	40050
Sms.ref_sa	scaffold_309	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	1	0	0	0	0	nan	nan	0	0	0	nan	nan	0	0	0	0	0	0	0.0	0.0	nan
Sms.ref_sa	scaffold_310	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	210	0	1	0	0	nan	nan	0	0	0	nan	nan	0	0	0	1	1	0	0.0	0.0	nan
Sms.ref_sa	scaffold_311	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	219	127	0	0	1	127	127.0	127	127	127	6046	6046.0	6046	6046	6046	127	127	127	1.0	1.0	0
Sms.ref_sa	scaffold_313	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	236	74	1	0	1	74	74.0	74	74	74	7678	7678.0	7678	7678	7678	75	75	74	0.9866666666666667	0.9866666666666667	0
Sms.ref_sa	scaffold_314	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	94	53	0	0	1	53	53.0	53	53	53	2167	2167.0	2167	2167	2167	53	53	53	1.0	1.0	0
Sms.ref_sa	scaffold_315	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	444	109	60	0	1	109	109.0	109	109	109	26126	26126.0	26126	26126	26126	169	169	109	0.6449704142011834	0.6449704142011834	26126
Sms.ref_sa	scaffold_317	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	318	93	0	0	1	93	93.0	93	93	93	13956	13956.0	13956	13956	13956	93	93	93	1.0	1.0	0
Sms.ref_sa	scaffold_319	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	98	0	0	0	0	nan	nan	0	0	0	nan	nan	0	0	0	0	0	0	0.0	0.0	nan
Sms.ref_sa	scaffold_320	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	125	34	8	0	1	34	34.0	34	34	34	9319	9319.0	9319	9319	9319	42	42	34	0.8095238095238095	0.8095238095238095	0
Sms.ref_sa	scaffold_322	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	764	152	0	0	1	152	152.0	152	152	152	28724	28724.0	28724	28724	28724	152	152	152	1.0	1.0	28724
Sms.ref_sa	scaffold_323	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	702	288	11	0	1	288	288.0	288	288	288	22254	22254.0	22254	22254	22254	299	299	288	0.9632107023411371	0.9632107023411371	22254
Sms.ref_sa	scaffold_325	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	41	37	0	0	1	37	37.0	37	37	37	3904	3904.0	3904	3904	3904	37	37	37	1.0	1.0	0
Sms.ref_sa	scaffold_326	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	246	21	2	0	1	21	21.0	21	21	21	5894	5894.0	5894	5894	5894	23	23	21	0.9130434782608695	0.9130434782608695	0
Sms.ref_sa	scaffold_327	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	1002	105	2	0	1	105	105.0	105	105	105	28930	28930.0	28930	28930	28930	107	107	105	0.9813084112149533	0.9813084112149533	28930
Sms.ref_sa	scaffold_328	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	205	0	0	0	0	nan	nan	0	0	0	nan	nan	0	0	0	0	0	0	0.0	0.0	nan
Sms.ref_sa	scaffold_329	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	48	33	0	0	1	33	33.0	33	33	33	4938	4938.0	4938	4938	4938	33	33	33	1.0	1.0	0
Sms.ref_sa	scaffold_330	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	1070	315	7	0	1	315	315.0	315	315	315	20502	20502.0	20502	20502	20502	322	322	315	0.9782608695652174	0.9782608695652174	20502
Sms.ref_sa	scaffold_331	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	70	19	2	0	1	19	19.0	19	19	19	17587	17587.0	17587	17587	17587	21	21	19	0.9047619047619048	0.9047619047619048	0
Sms.ref_sa	scaffold_332	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	768	316	3	0	1	316	316.0	316	316	316	20968	20968.0	20968	20968	20968	319	319	316	0.9905956112852664	0.9905956112852664	20968
Sms.ref_sa	scaffold_333	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	452	109	2	0	1	109	109.0	109	109	109	24093	24093.0	24093	24093	24093	111	111	109	0.9819819819819819	0.9819819819819819	24093
Sms.ref_sa	scaffold_334	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	64	14	1	0	1	14	14.0	14	14	14	14589	14589.0	14589	14589	14589	15	15	14	0.9333333333333333	0.9333333333333333	0
Sms.ref_sa	scaffold_335	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	274	0	2	0	0	nan	nan	0	0	0	nan	nan	0	0	0	2	2	0	0.0	0.0	nan
Sms.ref_sa	scaffold_336	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	280	49	0	0	2	24.5	24.5	3	46	49	4913.0	4913.0	1800	8026	9826	49	49	49	1.0	1.0	0
Sms.ref_sa	scaffold_337	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	117	0	0	0	0	nan	nan	0	0	0	nan	nan	0	0	0	0	0	0	0.0	0.0	nan
Sms.ref_sa	scaffold_338	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	81	16	3	0	2	8.0	8.0	8	8	16	4724.5	4724.5	3962	5487	9449	19	19	16	0.8421052631578947	0.8421052631578947	0
Sms.ref_sa	scaffold_339	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	261	0	3	0	0	nan	nan	0	0	0	nan	nan	0	0	0	3	3	0	0.0	0.0	nan
Sms.ref_sa	scaffold_340	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	38	13	0	0	1	13	13.0	13	13	13	113	113.0	113	113	113	13	13	13	1.0	1.0	0
Sms.ref_sa	scaffold_341	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	282	92	15	0	1	92	92.0	92	92	92	31100	31100.0	31100	31100	31100	107	107	92	0.8598130841121495	0.8598130841121495	31100
Sms.ref_sa	scaffold_342	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	67	13	1	0	1	13	13.0	13	13	13	28503	28503.0	28503	28503	28503	14	14	13	0.9285714285714286	0.9285714285714286	28503
Sms.ref_sa	scaffold_343	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	275	147	0	0	1	147	147.0	147	147	147	23643	23643.0	23643	23643	23643	147	147	147	1.0	1.0	23643
Sms.ref_sa	scaffold_345	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	229	41	0	0	1	41	41.0	41	41	41	9773	9773.0	9773	9773	9773	41	41	41	1.0	1.0	0
Sms.ref_sa	scaffold_347	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	128	40	6	0	1	40	40.0	40	40	40	23758	23758.0	23758	23758	23758	46	46	40	0.8695652173913043	0.8695652173913043	23758
Sms.ref_sa	scaffold_349	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	112	12	2	0	1	12	12.0	12	12	12	28382	28382.0	28382	28382	28382	14	14	12	0.8571428571428571	0.8571428571428571	28382
Sms.ref_sa	scaffold_351	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	88	35	0	0	1	35	35.0	35	35	35	20499	20499.0	20499	20499	20499	35	35	35	1.0	1.0	20499
Sms.ref_sa	scaffold_353	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	237	135	3	0	1	135	135.0	135	135	135	12129	12129.0	12129	12129	12129	138	138	135	0.9782608695652174	0.9782608695652174	0
Sms.ref_sa	scaffold_354	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	136	131	0	0	1	131	131.0	131	131	131	3398	3398.0	3398	3398	3398	131	131	131	1.0	1.0	0
Sms.ref_sa	scaffold_355	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	490	4	4	0	1	4	4.0	4	4	4	18894	18894.0	18894	18894	18894	8	8	4	0.5	0.5	18894
Sms.ref_sa	scaffold_356	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	246	91	0	0	1	91	91.0	91	91	91	2992	2992.0	2992	2992	2992	91	91	91	1.0	1.0	0
Sms.ref_sa	scaffold_359	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	544	3	0	0	1	3	3.0	3	3	3	17757	17757.0	17757	17757	17757	3	3	3	1.0	1.0	17757
Sms.ref_sa	scaffold_361	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	208	52	18	0	1	52	52.0	52	52	52	27147	27147.0	27147	27147	27147	70	70	52	0.7428571428571429	0.7428571428571429	27147
Sms.ref_sa	scaffold_362	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	343	6	0	0	1	6	6.0	6	6	6	17744	17744.0	17744	17744	17744	6	6	6	1.0	1.0	17744
Sms.ref_sa	scaffold_363	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	1	0	0	0	0	nan	nan	0	0	0	nan	nan	0	0	0	0	0	0	0.0	0.0	nan
Sms.ref_sa	scaffold_364	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	126	68	0	0	1	68	68.0	68	68	68	6469	6469.0	6469	6469	6469	68	68	68	1.0	1.0	0
Sms.ref_sa	scaffold_365	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	206	5	0	0	1	5	5.0	5	5	5	4279	4279.0	4279	4279	4279	5	5	5	1.0	1.0	0
Sms.ref_sa	scaffold_366	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	11	5	0	0	1	5	5.0	5	5	5	4142	4142.0	4142	4142	4142	5	5	5	1.0	1.0	0
Sms.ref_sa	scaffold_367	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	252	57	5	0	1	57	57.0	57	57	57	16124	16124.0	16124	16124	16124	62	62	57	0.9193548387096774	0.9193548387096774	0
Sms.ref_sa	scaffold_368	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	131	0	0	0	0	nan	nan	0	0	0	nan	nan	0	0	0	0	0	0	0.0	0.0	nan
Sms.ref_sa	scaffold_370	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	81	12	0	0	1	12	12.0	12	12	12	10547	10547.0	10547	10547	10547	12	12	12	1.0	1.0	0
Sms.ref_sa	scaffold_371	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	81	0	0	0	0	nan	nan	0	0	0	nan	nan	0	0	0	0	0	0	0.0	0.0	nan
Sms.ref_sa	scaffold_372	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	790	285	24	0	1	285	285.0	285	285	285	15441	15441.0	15441	15441	15441	309	309	285	0.9223300970873787	0.9223300970873787	0
Sms.ref_sa	scaffold_373	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	106	76	0	0	1	76	76.0	76	76	76	10033	10033.0	10033	10033	10033	76	76	76	1.0	1.0	0
Sms.ref_sa	scaffold_374	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	207	12	0	0	1	12	12.0	12	12	12	11579	11579.0	11579	11579	11579	12	12	12	1.0	1.0	0
Sms.ref_sa	scaffold_375	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	52	5	0	0	1	5	5.0	5	5	5	23271	23271.0	23271	23271	23271	5	5	5	1.0	1.0	23271
Sms.ref_sa	scaffold_376	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	250	51	9	0	1	51	51.0	51	51	51	15235	15235.0	15235	15235	15235	60	60	51	0.85	0.85	0
Sms.ref_sa	scaffold_377	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	508	0	1	0	0	nan	nan	0	0	0	nan	nan	0	0	0	1	1	0	0.0	0.0	nan
Sms.ref_sa	scaffold_378	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	463	168	1	0	1	168	168.0	168	168	168	16278	16278.0	16278	16278	16278	169	169	168	0.9940828402366864	0.9940828402366864	16278
Sms.ref_sa	scaffold_379	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	1	0	0	0	0	nan	nan	0	0	0	nan	nan	0	0	0	0	0	0	0.0	0.0	nan
Sms.ref_sa	scaffold_381	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	194	31	0	0	1	31	31.0	31	31	31	10183	10183.0	10183	10183	10183	31	31	31	1.0	1.0	0
Sms.ref_sa	scaffold_382	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	418	223	8	0	1	223	223.0	223	223	223	20895	20895.0	20895	20895	20895	231	231	223	0.9653679653679653	0.9653679653679653	20895
Sms.ref_sa	scaffold_384	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	231	142	0	0	1	142	142.0	142	142	142	4054	4054.0	4054	4054	4054	142	142	142	1.0	1.0	0
Sms.ref_sa	scaffold_385	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	254	236	0	0	1	236	236.0	236	236	236	5333	5333.0	5333	5333	5333	236	236	236	1.0	1.0	0
Sms.ref_sa	scaffold_386	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	355	149	0	0	1	149	149.0	149	149	149	25409	25409.0	25409	25409	25409	149	149	149	1.0	1.0	25409
Sms.ref_sa	scaffold_387	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	114	29	0	0	1	29	29.0	29	29	29	10775	10775.0	10775	10775	10775	29	29	29	1.0	1.0	0
Sms.ref_sa	scaffold_389	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	177	106	0	0	1	106	106.0	106	106	106	4721	4721.0	4721	4721	4721	106	106	106	1.0	1.0	0
Sms.ref_sa	scaffold_390	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	60	4	0	0	1	4	4.0	4	4	4	303	303.0	303	303	303	4	4	4	1.0	1.0	0
Sms.ref_sa	scaffold_391	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	80	0	1	0	0	nan	nan	0	0	0	nan	nan	0	0	0	1	1	0	0.0	0.0	nan
Sms.ref_sa	scaffold_392	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	100	80	2	0	1	80	80.0	80	80	80	19907	19907.0	19907	19907	19907	82	82	80	0.975609756097561	0.975609756097561	19907
Sms.ref_sa	scaffold_393	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	16	0	0	0	0	nan	nan	0	0	0	nan	nan	0	0	0	0	0	0	0.0	0.0	nan
Sms.ref_sa	scaffold_394	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	222	104	0	0	1	104	104.0	104	104	104	5150	5150.0	5150	5150	5150	104	104	104	1.0	1.0	0
Sms.ref_sa	scaffold_396	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	300	145	0	0	1	145	145.0	145	145	145	15569	15569.0	15569	15569	15569	145	145	145	1.0	1.0	15569
Sms.ref_sa	scaffold_397	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	198	34	1	0	1	34	34.0	34	34	34	2911	2911.0	2911	2911	2911	35	35	34	0.9714285714285714	0.9714285714285714	0
Sms.ref_sa	scaffold_399	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	61	29	0	0	1	29	29.0	29	29	29	7197	7197.0	7197	7197	7197	29	29	29	1.0	1.0	0
Sms.ref_sa	scaffold_400	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	342	25	1	0	1	25	25.0	25	25	25	14495	14495.0	14495	14495	14495	26	26	25	0.9615384615384616	0.9615384615384616	14495
Sms.ref_sa	scaffold_401	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	323	125	0	0	1	125	125.0	125	125	125	8321	8321.0	8321	8321	8321	125	125	125	1.0	1.0	0
Sms.ref_sa	scaffold_402	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	712	218	21	0	1	218	218.0	218	218	218	10494	10494.0	10494	10494	10494	239	239	218	0.9121338912133892	0.9121338912133892	0
Sms.ref_sa	scaffold_403	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	266	57	47	0	1	57	57.0	57	57	57	4124	4124.0	4124	4124	4124	104	104	57	0.5480769230769231	0.5480769230769231	0
Sms.ref_sa	scaffold_407	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	404	58	28	0	1	58	58.0	58	58	58	19982	19982.0	19982	19982	19982	86	86	58	0.6744186046511628	0.6744186046511628	19982
Sms.ref_sa	scaffold_408	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	926	389	8	0	1	389	389.0	389	389	389	26959	26959.0	26959	26959	26959	397	397	389	0.9798488664987406	0.9798488664987406	26959
Sms.ref_sa	scaffold_409	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	130	89	0	0	1	89	89.0	89	89	89	12299	12299.0	12299	12299	12299	89	89	89	1.0	1.0	0
Sms.ref_sa	scaffold_410	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	40	17	0	0	1	17	17.0	17	17	17	7594	7594.0	7594	7594	7594	17	17	17	1.0	1.0	0
Sms.ref_sa	scaffold_411	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	106	15	0	0	1	15	15.0	15	15	15	5608	5608.0	5608	5608	5608	15	15	15	1.0	1.0	0
Sms.ref_sa	scaffold_412	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	114	41	5	0	1	41	41.0	41	41	41	18773	18773.0	18773	18773	18773	46	46	41	0.8913043478260869	0.8913043478260869	18773
Sms.ref_sa	scaffold_413	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	158	83	0	0	1	83	83.0	83	83	83	11126	11126.0	11126	11126	11126	83	83	83	1.0	1.0	0
Sms.ref_sa	scaffold_414	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	77	60	0	0	1	60	60.0	60	60	60	7321	7321.0	7321	7321	7321	60	60	60	1.0	1.0	0
Sms.ref_sa	scaffold_416	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	268	174	0	0	1	174	174.0	174	174	174	7132	7132.0	7132	7132	7132	174	174	174	1.0	1.0	0
Sms.ref_sa	scaffold_418	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	369	105	4	0	1	105	105.0	105	105	105	15455	15455.0	15455	15455	15455	109	109	105	0.963302752293578	0.963302752293578	15455
Sms.ref_sa	scaffold_420	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	77	23	0	0	1	23	23.0	23	23	23	11177	11177.0	11177	11177	11177	23	23	23	1.0	1.0	0
Sms.ref_sa	scaffold_421	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	421	19	5	0	1	19	19.0	19	19	19	11072	11072.0	11072	11072	11072	24	24	19	0.7916666666666666	0.7916666666666666	0
Sms.ref_sa	scaffold_423	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	98	34	1	0	1	34	34.0	34	34	34	3020	3020.0	3020	3020	3020	35	35	34	0.9714285714285714	0.9714285714285714	0
Sms.ref_sa	scaffold_424	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	385	196	3	0	1	196	196.0	196	196	196	23176	23176.0	23176	23176	23176	199	199	196	0.9849246231155779	0.9849246231155779	23176
Sms.ref_sa	scaffold_425	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	90	43	2	0	1	43	43.0	43	43	43	7315	7315.0	7315	7315	7315	45	45	43	0.9555555555555556	0.9555555555555556	0
Sms.ref_sa	scaffold_426	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	66	0	0	0	0	nan	nan	0	0	0	nan	nan	0	0	0	0	0	0	0.0	0.0	nan
Sms.ref_sa	scaffold_427	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	9	0	1	0	0	nan	nan	0	0	0	nan	nan	0	0	0	1	1	0	0.0	0.0	nan
Sms.ref_sa	scaffold_431	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	175	82	1	0	1	82	82.0	82	82	82	11056	11056.0	11056	11056	11056	83	83	82	0.9879518072289156	0.9879518072289156	0
Sms.ref_sa	scaffold_433	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	279	7	0	0	1	7	7.0	7	7	7	16680	16680.0	16680	16680	16680	7	7	7	1.0	1.0	16680
Sms.ref_sa	scaffold_434	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	111	0	6	0	0	nan	nan	0	0	0	nan	nan	0	0	0	6	6	0	0.0	0.0	nan
Sms.ref_sa	scaffold_435	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	244	6	1	0	1	6	6.0	6	6	6	2363	2363.0	2363	2363	2363	7	7	6	0.8571428571428571	0.8571428571428571	0
Sms.ref_sa	scaffold_436	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	403	64	0	0	1	64	64.0	64	64	64	4893	4893.0	4893	4893	4893	64	64	64	1.0	1.0	0
Sms.ref_sa	scaffold_437	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	904	545	12	0	1	545	545.0	545	545	545	13497	13497.0	13497	13497	13497	557	557	545	0.9784560143626571	0.9784560143626571	13497
Sms.ref_sa	scaffold_438	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	130	30	0	0	1	30	30.0	30	30	30	20182	20182.0	20182	20182	20182	30	30	30	1.0	1.0	20182
Sms.ref_sa	scaffold_439	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	159	105	1	0	1	105	105.0	105	105	105	13772	13772.0	13772	13772	13772	106	106	105	0.9905660377358491	0.9905660377358491	13772
Sms.ref_sa	scaffold_440	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	11	0	1	0	0	nan	nan	0	0	0	nan	nan	0	0	0	1	1	0	0.0	0.0	nan
Sms.ref_sa	scaffold_442	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	211	61	0	0	1	61	61.0	61	61	61	9705	9705.0	9705	9705	9705	61	61	61	1.0	1.0	0
Sms.ref_sa	scaffold_443	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	301	19	9	0	1	19	19.0	19	19	19	7361	7361.0	7361	7361	7361	28	28	19	0.6785714285714286	0.6785714285714286	0
Sms.ref_sa	scaffold_444	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	218	63	0	0	1	63	63.0	63	63	63	8171	8171.0	8171	8171	8171	63	63	63	1.0	1.0	0
Sms.ref_sa	scaffold_445	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	248	13	0	0	1	13	13.0	13	13	13	5446	5446.0	5446	5446	5446	13	13	13	1.0	1.0	0
Sms.ref_sa	scaffold_447	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	5	0	0	0	0	nan	nan	0	0	0	nan	nan	0	0	0	0	0	0	0.0	0.0	nan
Sms.ref_sa	scaffold_448	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	21	0	1	0	0	nan	nan	0	0	0	nan	nan	0	0	0	1	1	0	0.0	0.0	nan
Sms.ref_sa	scaffold_449	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	141	40	36	0	1	40	40.0	40	40	40	8554	8554.0	8554	8554	8554	76	76	40	0.5263157894736842	0.5263157894736842	0
Sms.ref_sa	scaffold_450	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	144	121	0	0	1	121	121.0	121	121	121	15730	15730.0	15730	15730	15730	121	121	121	1.0	1.0	15730
Sms.ref_sa	scaffold_451	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	334	5	0	0	1	5	5.0	5	5	5	3245	3245.0	3245	3245	3245	5	5	5	1.0	1.0	0
Sms.ref_sa	scaffold_452	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	96	42	0	0	1	42	42.0	42	42	42	7211	7211.0	7211	7211	7211	42	42	42	1.0	1.0	0
Sms.ref_sa	scaffold_453	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	156	124	0	0	1	124	124.0	124	124	124	5031	5031.0	5031	5031	5031	124	124	124	1.0	1.0	0
Sms.ref_sa	scaffold_454	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	141	61	0	0	1	61	61.0	61	61	61	5992	5992.0	5992	5992	5992	61	61	61	1.0	1.0	0
Sms.ref_sa	scaffold_456	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	270	35	0	0	1	35	35.0	35	35	35	8742	8742.0	8742	8742	8742	35	35	35	1.0	1.0	0
Sms.ref_sa	scaffold_459	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	230	0	0	0	0	nan	nan	0	0	0	nan	nan	0	0	0	0	0	0	0.0	0.0	nan
Sms.ref_sa	scaffold_460	Sms.varSNPs.biallpass.filtered.phased.vcf.gz	26	8	1	0	1	8	8.0	8	8	8	1043	1043.0	1043	1043	1043	9	9	8	0.8888888888888888	0.8888888888888888	0
